vin,customer_name,customer_contact,service_date,odometer_reading,complaint,diagnosis,recommended,service_performed,parts_used,labor_hours_billed,technician,invoice_total,make,model,year,created_at,shop_id
SYNTHVIN000606,Robert Doe,-5757,4/13/2023 0:00,1731,engine light randomly comes on,unable to replicate,Rotor machining or replacement,Customer declined service,Alternator Duralast,3.36,John Doe,527.78,Chevrolet,Silverado,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000606,Robert Doe,-5757,5/5/2025 0:00,14130,engine light randomly comes on,O2 sensor fault,Rotor machining or replacement,Head gasket replacement,Battery NAPA-65,2.49,Mike D.,447.36,Honda,Civic,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000606,Robert Doe,-5757,5/14/2024 0:00,26529,AC not cold enough,no fault found,Rotor machining or replacement,Deferred,,4.41,Tina Brown,190.6,Jeep,Grand Cherokee,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000607,James Hodges,-8549,7/29/2022 0:00,1731,trans slipping after warm up,no fault found,Oil pan replacement,Deferred,Transmission fluid,1.75,John Doe,1191.22,Ford,Mustang,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000608,Emily Johnson,-2970,7/25/2024 0:00,1731,oil leaking in driveway,O2 sensor fault,AC system recharge,Deferred,Oil filter - FRAM PH2,2.08,Tina Brown,939.17,Chevrolet,Silverado,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000608,Emily Johnson,-2970,2/14/2022 0:00,14130,customer states loud knocking sound,suspected transmission issue,AC system recharge,Electrical diagnostic,Transmission fluid,1.67,Unassigned,1108.51,Hyundai,Elantra,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000608,Emily Johnson,-2970,7/21/2022 0:00,26529,battery keeps dying,suspected alternator issue,AC system recharge,Brake pad replacement,O2-SENSOR-BOSCH,6.38,John Doe,796.97,Ford,Escape,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000609,Laura Smith,-4457,3/26/2024 0:00,1731,trans slipping after warm up,worn alternator bearings,Transmission fluid flush,Brake pad replacement,Brake pads - Wagner,3.31,Unassigned,730.01,Toyota,Camry,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000609,Laura Smith,-4457,1/3/2024 0:00,14130,trans slipping after warm up,unable to replicate,Transmission fluid flush,Transmission fluid flush,Brake pads - Wagner,0.84,Laura Smith,406.74,Nissan,Altima,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000609,Laura Smith,-4457,3/30/2025 0:00,26529,AC not cold enough,unable to replicate,Transmission fluid flush,Tire balancing,,6.38,Mike D.,278.65,Ford,Mustang,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000609,Laura Smith,-4457,12/22/2023 0:00,38928,car won't start after sitting overnight,low refrigerant,Transmission fluid flush,Electrical diagnostic,Brake pads - Wagner,1.77,Carlos Garcia,373.68,Dodge,Ram 1500,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000610,John Martinez,-10834,1/3/2025 0:00,1731,engine light randomly comes on,O2 sensor fault,Brake pad replacement,Warranty repair - no charge,Oil filter - FRAM PH2,3.77,Unassigned,107.4,Chevrolet,Silverado,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000610,John Martinez,-10834,11/2/2023 0:00,14130,oil leaking in driveway,no fault found,Brake pad replacement,Transmission fluid flush,Battery NAPA-65,3.65,nan,956.89,Honda,Civic,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000611,Jane Smith,-5866,9/17/2022 0:00,1731,AC not cold enough,O2 sensor fault,Brake pad replacement,Warranty repair - no charge,,0.84,Unassigned,1166.86,Honda,Civic,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000611,Jane Smith,-5866,2/1/2024 0:00,14130,steering wheel shakes bad,likely spark plugs,Brake pad replacement,Warranty repair - no charge,Oil filter - FRAM PH2,3.99,Unassigned,713.24,Chevrolet,Silverado,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000611,Jane Smith,-5866,11/9/2023 0:00,26529,trans slipping after warm up,no fault found,Brake pad replacement,Tire balancing,O2-SENSOR-BOSCH,1.88,nan,637.29,VW,Jetta,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000611,Jane Smith,-5866,11/5/2021 0:00,38928,strange grinding noise,low refrigerant,Brake pad replacement,Deferred,,2.38,Laura Smith,1164.2,Ford,Escape,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000611,Jane Smith,-5866,8/3/2024 0:00,51327,battery keeps dying,suspected transmission issue,Brake pad replacement,Head gasket replacement,Oil filter - FRAM PH2,5.99,Laura Smith,385.79,Hyundai,Elantra,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000612,James Hodges,-8549,9/17/2024 0:00,1731,AC not cold enough,low refrigerant,Head gasket replacement,Spark plug replacement,,5.32,Tina Brown,815.32,Jeep,Grand Cherokee,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000612,James Hodges,-8549,4/23/2024 0:00,14130,battery keeps dying,unable to replicate,Head gasket replacement,Spark plug replacement,,5.19,Unassigned,534.77,Jeep,Grand Cherokee,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000612,James Hodges,-8549,5/8/2022 0:00,26529,oil leaking in driveway,low refrigerant,Head gasket replacement,Tire balancing,Oil filter - FRAM PH2,0.45,nan,170.73,Dodge,Ram 1500,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000612,James Hodges,-8549,3/27/2025 0:00,38928,engine light randomly comes on,suspected transmission issue,Head gasket replacement,Warranty repair - no charge,Battery NAPA-65,5.63,Tina Brown,302.48,Chevrolet,Silverado,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000613,John Martinez,-9910,5/10/2024 0:00,1731,trans slipping after warm up,O2 sensor fault,AC system recharge,Tire balancing,,0.71,Carlos Garcia,150.8,Ford,Mustang,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000613,John Martinez,-9910,1/23/2023 0:00,14130,steering wheel shakes bad,worn alternator bearings,AC system recharge,Electrical diagnostic,,5.42,Unassigned,1074.44,Ford,Escape,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000614,Mike Anderson,-7461,2/22/2022 0:00,1731,battery keeps dying,suspected alternator issue,Rotor machining or replacement,Customer declined service,Alternator Duralast,2.54,nan,1082.28,Chevrolet,Silverado,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000614,Mike Anderson,-7461,8/12/2021 0:00,14130,battery keeps dying,likely spark plugs,Rotor machining or replacement,Brake pad replacement,Oil filter - FRAM PH2,3.09,Unassigned,497.34,Honda,Civic,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000614,Mike Anderson,-7461,6/15/2023 0:00,26529,AC not cold enough,parasitic draw,Rotor machining or replacement,Transmission fluid flush,Alternator Duralast,0.76,Unassigned,562.26,Nissan,Altima,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000615,Carlos Smith,-9200,2/13/2024 0:00,1731,strange grinding noise,suspected transmission issue,Oil pan replacement,Transmission fluid flush,SP-134A,0.44,nan,239.61,Ford,Escape,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000615,Carlos Smith,-9200,8/8/2024 0:00,14130,trans slipping after warm up,unable to replicate,Oil pan replacement,Tire balancing,,6.38,Mike D.,358.34,VW,Jetta,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000615,Carlos Smith,-9200,12/14/2022 0:00,26529,car won't start after sitting overnight,unable to replicate,Oil pan replacement,Tire balancing,Oil filter - FRAM PH2,5.25,Carlos Garcia,149.43,Hyundai,Elantra,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000615,Carlos Smith,-9200,5/7/2024 0:00,38928,customer states loud knocking sound,likely spark plugs,Oil pan replacement,Customer declined service,Brake pads - Wagner,0.38,nan,616.77,Ford,Escape,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000616,Laura Johnson,-3832,12/22/2024 0:00,1731,customer states loud knocking sound,parasitic draw,Tire balancing,Head gasket replacement,O2-SENSOR-BOSCH,6.03,Tina Brown,666.62,Ford,Mustang,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000616,Laura Johnson,-3832,9/26/2021 0:00,14130,AC not cold enough,parasitic draw,Tire balancing,Transmission fluid flush,Brake pads - Wagner,6.14,nan,1147.43,Chevrolet,Silverado,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000616,Laura Johnson,-3832,11/21/2024 0:00,26529,check brakes - squeak,worn alternator bearings,Tire balancing,Spark plug replacement,SP-134A,2.75,Carlos Garcia,968.28,Dodge,Ram 1500,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000617,John Martinez,-9910,11/16/2023 0:00,1731,oil leaking in driveway,suspected transmission issue,AC system recharge,Warranty repair - no charge,Brake pads - Wagner,3.96,nan,590.04,Honda,Civic,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000617,John Martinez,-9910,10/27/2024 0:00,14130,car won't start after sitting overnight,suspected alternator issue,AC system recharge,Brake pad replacement,,0.8,Carlos Garcia,393.71,Toyota,Camry,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000617,John Martinez,-9910,5/5/2024 0:00,26529,strange grinding noise,worn alternator bearings,AC system recharge,Tire balancing,Oil filter - FRAM PH2,5.31,Tina Brown,535.51,VW,Jetta,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000618,John Smith,-9769,9/2/2021 0:00,1731,battery keeps dying,unable to replicate,Oil pan replacement,Tire balancing,Transmission fluid,2.62,John Doe,212.09,Chevrolet,Silverado,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000618,John Smith,-9769,12/12/2024 0:00,14130,car won't start after sitting overnight,worn alternator bearings,Oil pan replacement,Brake pad replacement,SP-134A,1.82,Mike D.,97.74,Ford,Mustang,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000619,Carlos Smith,-9200,4/22/2022 0:00,1731,customer states loud knocking sound,O2 sensor fault,Sensor replacement,Head gasket replacement,Transmission fluid,5.24,Laura Smith,662.47,Toyota,Camry,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000620,John Smith,-9769,4/29/2023 0:00,1731,customer states loud knocking sound,worn alternator bearings,Oil pan replacement,Transmission fluid flush,,1.64,Tina Brown,44.86,Honda,Civic,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000620,John Smith,-9769,2/18/2023 0:00,14130,check brakes - squeak,likely spark plugs,Oil pan replacement,Spark plug replacement,Brake pads - Wagner,4.1,Laura Smith,1148.06,Dodge,Ram 1500,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000621,John Smith,-9769,11/19/2023 0:00,1731,engine light randomly comes on,bad starter relay,Oil pan gasket replacement,Warranty repair - no charge,Battery NAPA-65,0.32,nan,1176.13,Honda,Civic,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000621,John Smith,-9769,6/1/2025 0:00,14130,engine light randomly comes on,parasitic draw,Oil pan gasket replacement,Tire balancing,O2-SENSOR-BOSCH,2.55,nan,1148.97,VW,Jetta,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000622,Emily Johnson,-2970,8/15/2021 0:00,1731,check brakes - squeak,suspected transmission issue,AC system recharge,Customer declined service,SP-134A,5.66,Carlos Garcia,1108.76,Hyundai,Elantra,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000622,Emily Johnson,-2970,5/9/2023 0:00,14130,check brakes - squeak,O2 sensor fault,AC system recharge,Customer declined service,Transmission fluid,2.07,nan,987.24,Hyundai,Elantra,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000622,Emily Johnson,-2970,5/21/2023 0:00,26529,trans slipping after warm up,bad starter relay,AC system recharge,Customer declined service,Transmission fluid,4.12,Unassigned,160.69,Hyundai,Elantra,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000622,Emily Johnson,-2970,10/2/2024 0:00,38928,steering wheel shakes bad,worn alternator bearings,AC system recharge,Deferred,O2-SENSOR-BOSCH,2.94,John Doe,840.58,Toyota,Camry,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000623,Carlos Smith,-9200,9/16/2021 0:00,1731,oil leaking in driveway,likely spark plugs,Oil pan replacement,Deferred,,3.36,Laura Smith,847.89,Nissan,Altima,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000623,Carlos Smith,-9200,12/16/2023 0:00,14130,check brakes - squeak,no fault found,Oil pan replacement,Electrical diagnostic,SP-134A,6.26,Mike D.,819.42,Dodge,Ram 1500,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000623,Carlos Smith,-9200,9/8/2022 0:00,26529,steering wheel shakes bad,O2 sensor fault,Oil pan replacement,Warranty repair - no charge,Oil filter - FRAM PH2,2.88,Carlos Garcia,1192.14,Honda,Civic,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000624,Emily Johnson,-2970,11/14/2023 0:00,1731,customer states loud knocking sound,suspected transmission issue,AC system recharge,Deferred,SP-134A,6.31,Laura Smith,266.34,Toyota,Camry,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000624,Emily Johnson,-2970,6/14/2024 0:00,14130,steering wheel shakes bad,suspected transmission issue,AC system recharge,Warranty repair - no charge,Alternator Duralast,0.39,Tina Brown,844.69,Toyota,Camry,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000624,Emily Johnson,-2970,4/2/2025 0:00,26529,car won't start after sitting overnight,no fault found,AC system recharge,Brake pad replacement,Transmission fluid,6.25,Carlos Garcia,623.67,Toyota,Camry,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000624,Emily Johnson,-2970,7/13/2022 0:00,38928,trans slipping after warm up,no fault found,AC system recharge,Warranty repair - no charge,Transmission fluid,5.11,nan,139.29,VW,Jetta,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000625,James Brown,-7910,8/25/2021 0:00,1731,strange grinding noise,likely spark plugs,Brake pad replacement,Warranty repair - no charge,SP-134A,4.2,Mike D.,637.12,Hyundai,Elantra,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000625,James Brown,-7910,8/24/2023 0:00,14130,AC not cold enough,bad starter relay,Brake pad replacement,Head gasket replacement,Oil filter - FRAM PH2,1.07,nan,816.61,Ford,Escape,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000625,James Brown,-7910,6/23/2024 0:00,26529,steering wheel shakes bad,suspected alternator issue,Brake pad replacement,Warranty repair - no charge,,1.37,nan,896.01,Ford,Mustang,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000625,James Brown,-7910,7/22/2023 0:00,38928,battery keeps dying,suspected transmission issue,Brake pad replacement,Warranty repair - no charge,O2-SENSOR-BOSCH,2.81,Mike D.,952.78,Honda,Civic,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000626,Jane Davis,-5252,6/22/2022 0:00,1731,steering wheel shakes bad,O2 sensor fault,Cap inspection or replacement,Transmission fluid flush,Battery NAPA-65,0.55,Tina Brown,384.66,VW,Jetta,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000626,Jane Davis,-5252,6/24/2024 0:00,14130,car won't start after sitting overnight,no fault found,Cap inspection or replacement,Brake pad replacement,Alternator Duralast,1.64,Mike D.,1157.93,Jeep,Grand Cherokee,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000626,Jane Davis,-5252,10/23/2023 0:00,26529,trans slipping after warm up,parasitic draw,Cap inspection or replacement,Head gasket replacement,,6.04,nan,268.55,Dodge,Ram 1500,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000627,James Brown,-7910,9/1/2024 0:00,1731,car won't start after sitting overnight,low refrigerant,Battery replacement,Tire balancing,Alternator Duralast,5.53,John Doe,697.41,Ford,Mustang,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000627,James Brown,-7910,5/20/2023 0:00,14130,steering wheel shakes bad,worn alternator bearings,Battery replacement,Head gasket replacement,Battery NAPA-65,6.69,Carlos Garcia,970.22,Ford,Mustang,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000627,James Brown,-7910,9/9/2023 0:00,26529,oil leaking in driveway,worn alternator bearings,Battery replacement,Electrical diagnostic,Brake pads - Wagner,3.48,Tina Brown,909.92,VW,Jetta,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000627,James Brown,-7910,8/31/2021 0:00,38928,car won't start after sitting overnight,unable to replicate,Battery replacement,Tire balancing,Alternator Duralast,5.1,Laura Smith,74.56,Jeep,Grand Cherokee,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000628,Jane Davis,-5252,8/11/2024 0:00,1731,steering wheel shakes bad,O2 sensor fault,Sensor replacement,Customer declined service,,5.47,Mike D.,987.01,Ford,Escape,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000628,Jane Davis,-5252,5/13/2022 0:00,14130,car won't start after sitting overnight,no fault found,Sensor replacement,Tire balancing,,3.67,Unassigned,98.21,Hyundai,Elantra,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000628,Jane Davis,-5252,6/26/2024 0:00,26529,check brakes - squeak,worn alternator bearings,Sensor replacement,Electrical diagnostic,O2-SENSOR-BOSCH,1.42,Carlos Garcia,144.32,Chevrolet,Silverado,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000629,John Martinez,-10834,11/5/2024 0:00,1731,customer states loud knocking sound,parasitic draw,Oil pan replacement,Tire balancing,O2-SENSOR-BOSCH,4.13,Carlos Garcia,111.74,Ford,Mustang,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000629,John Martinez,-10834,7/19/2023 0:00,14130,customer states loud knocking sound,suspected alternator issue,Oil pan replacement,Deferred,O2-SENSOR-BOSCH,3.9,Carlos Garcia,931.43,Honda,Civic,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000629,John Martinez,-10834,4/19/2022 0:00,26529,strange grinding noise,parasitic draw,Oil pan replacement,Electrical diagnostic,,0.73,nan,790.43,Nissan,Altima,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000630,Laura Johnson,-3832,11/27/2021 0:00,1731,strange grinding noise,likely spark plugs,Oil pan gasket replacement,Brake pad replacement,O2-SENSOR-BOSCH,2.68,Laura Smith,161.75,Honda,Civic,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000631,James Brown,-7910,10/26/2021 0:00,1731,car won't start after sitting overnight,low refrigerant,Battery replacement,Spark plug replacement,Transmission fluid,1.84,Carlos Garcia,540.17,Ford,Mustang,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000631,James Brown,-7910,4/3/2023 0:00,14130,customer states loud knocking sound,suspected transmission issue,Battery replacement,Deferred,Battery NAPA-65,4,Unassigned,567.79,Ford,Mustang,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000631,James Brown,-7910,2/10/2024 0:00,26529,check brakes - squeak,worn alternator bearings,Battery replacement,Transmission fluid flush,Oil filter - FRAM PH2,2.86,Mike D.,779.46,Hyundai,Elantra,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000631,James Brown,-7910,5/27/2022 0:00,38928,trans slipping after warm up,O2 sensor fault,Battery replacement,Electrical diagnostic,,4.15,nan,128.59,VW,Jetta,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000632,Laura Johnson,-3832,10/21/2021 0:00,1731,engine light randomly comes on,parasitic draw,Oil pan gasket replacement,Warranty repair - no charge,O2-SENSOR-BOSCH,0.96,Tina Brown,629.44,Chevrolet,Silverado,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000632,Laura Johnson,-3832,7/29/2024 0:00,14130,steering wheel shakes bad,suspected transmission issue,Oil pan gasket replacement,Deferred,SP-134A,6.34,John Doe,648.71,Chevrolet,Silverado,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000633,Carlos Smith,-9200,1/20/2023 0:00,1731,oil leaking in driveway,unable to replicate,Oil pan replacement,Customer declined service,Alternator Duralast,4.32,Mike D.,150.46,Hyundai,Elantra,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000633,Carlos Smith,-9200,3/31/2025 0:00,14130,steering wheel shakes bad,likely spark plugs,Oil pan replacement,Warranty repair - no charge,Battery NAPA-65,3.82,Tina Brown,326.17,Toyota,Camry,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000633,Carlos Smith,-9200,12/2/2024 0:00,26529,strange grinding noise,unable to replicate,Oil pan replacement,Transmission fluid flush,O2-SENSOR-BOSCH,2.59,Carlos Garcia,201.02,Jeep,Grand Cherokee,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000634,Jane Brown,-3954,4/5/2022 0:00,1731,customer states loud knocking sound,low refrigerant,Brake pad replacement,Spark plug replacement,,1.82,nan,627.98,Jeep,Grand Cherokee,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000634,Jane Brown,-3954,9/11/2022 0:00,14130,engine light randomly comes on,suspected transmission issue,Brake pad replacement,Spark plug replacement,Oil filter - FRAM PH2,4.93,Mike D.,1140.08,Honda,Civic,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000634,Jane Brown,-3954,11/5/2022 0:00,26529,engine light randomly comes on,suspected transmission issue,Brake pad replacement,Brake pad replacement,SP-134A,6.61,Unassigned,821.1,Nissan,Altima,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000634,Jane Brown,-3954,10/3/2023 0:00,38928,oil leaking in driveway,suspected transmission issue,Brake pad replacement,Transmission fluid flush,,2.62,Unassigned,405.5,Dodge,Ram 1500,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000634,Jane Brown,-3954,8/7/2024 0:00,51327,steering wheel shakes bad,suspected alternator issue,Brake pad replacement,Deferred,,6.1,John Doe,146.07,Nissan,Altima,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000635,Mike Anderson,-7461,4/6/2024 0:00,1731,customer states loud knocking sound,bad starter relay,Rotor machining or replacement,Spark plug replacement,Transmission fluid,4.63,Tina Brown,159.63,Dodge,Ram 1500,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000635,Mike Anderson,-7461,11/30/2021 0:00,14130,check brakes - squeak,suspected transmission issue,Rotor machining or replacement,Tire balancing,O2-SENSOR-BOSCH,3.05,Unassigned,12.65,Nissan,Altima,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000635,Mike Anderson,-7461,11/8/2021 0:00,26529,oil leaking in driveway,parasitic draw,Rotor machining or replacement,Spark plug replacement,Transmission fluid,5.38,Mike D.,262.64,VW,Jetta,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000636,James Brown,-7910,7/19/2023 0:00,1731,AC not cold enough,worn alternator bearings,Brake pad replacement,Spark plug replacement,Oil filter - FRAM PH2,6.11,John Doe,12.99,Honda,Civic,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000636,James Brown,-7910,11/22/2024 0:00,14130,customer states loud knocking sound,parasitic draw,Brake pad replacement,Deferred,SP-134A,2.92,Tina Brown,1101.92,Toyota,Camry,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000637,James Hodges,-8549,2/4/2024 0:00,1731,steering wheel shakes bad,O2 sensor fault,Brake pad replacement,Warranty repair - no charge,,3.64,John Doe,349.88,VW,Jetta,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000637,James Hodges,-8549,7/7/2022 0:00,14130,steering wheel shakes bad,low refrigerant,Brake pad replacement,Spark plug replacement,Battery NAPA-65,6.77,nan,82.95,Nissan,Altima,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000638,John Martinez,-10834,5/21/2023 0:00,1731,oil leaking in driveway,unable to replicate,Cap inspection or replacement,Brake pad replacement,Battery NAPA-65,2.35,nan,661.96,VW,Jetta,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000638,John Martinez,-10834,2/9/2024 0:00,14130,oil leaking in driveway,suspected alternator issue,Cap inspection or replacement,Transmission fluid flush,O2-SENSOR-BOSCH,2.42,Carlos Garcia,1150.98,Dodge,Ram 1500,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000639,Jane Davis,-5252,10/20/2022 0:00,1731,engine light randomly comes on,suspected transmission issue,Sensor replacement,Deferred,,0.37,John Doe,1194.58,Hyundai,Elantra,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000639,Jane Davis,-5252,10/2/2021 0:00,14130,engine light randomly comes on,suspected transmission issue,Sensor replacement,Spark plug replacement,Oil filter - FRAM PH2,1.77,Laura Smith,225.38,Jeep,Grand Cherokee,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000639,Jane Davis,-5252,5/17/2025 0:00,26529,customer states loud knocking sound,parasitic draw,Sensor replacement,Head gasket replacement,O2-SENSOR-BOSCH,4.32,John Doe,704.07,Toyota,Camry,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000640,Laura Johnson,-3832,3/4/2025 0:00,1731,oil leaking in driveway,no fault found,Tire balancing,Electrical diagnostic,SP-134A,2.23,Tina Brown,617.2,Toyota,Camry,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000640,Laura Johnson,-3832,5/14/2024 0:00,14130,strange grinding noise,worn alternator bearings,Tire balancing,Spark plug replacement,Battery NAPA-65,2.94,John Doe,464.61,Jeep,Grand Cherokee,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000641,Carlos Smith,-9200,8/6/2024 0:00,1731,oil leaking in driveway,bad starter relay,Sensor replacement,Customer declined service,Battery NAPA-65,5.27,Tina Brown,957.01,Honda,Civic,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000641,Carlos Smith,-9200,9/13/2024 0:00,14130,car won't start after sitting overnight,bad starter relay,Sensor replacement,Spark plug replacement,Transmission fluid,1.91,Tina Brown,232.3,Nissan,Altima,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000641,Carlos Smith,-9200,9/10/2021 0:00,26529,AC not cold enough,bad starter relay,Sensor replacement,Brake pad replacement,Brake pads - Wagner,0.39,Laura Smith,669.11,VW,Jetta,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000642,Mike Anderson,-7461,11/7/2022 0:00,1731,oil leaking in driveway,parasitic draw,Throttle body cleaning,Transmission fluid flush,Brake pads - Wagner,6.46,Laura Smith,751.68,Dodge,Ram 1500,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000642,Mike Anderson,-7461,1/28/2025 0:00,14130,car won't start after sitting overnight,no fault found,Throttle body cleaning,Deferred,Brake pads - Wagner,5.72,Carlos Garcia,270.19,Honda,Civic,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000642,Mike Anderson,-7461,5/9/2025 0:00,26529,oil leaking in driveway,likely spark plugs,Throttle body cleaning,Electrical diagnostic,O2-SENSOR-BOSCH,4.77,Laura Smith,227.87,Ford,Mustang,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000642,Mike Anderson,-7461,4/15/2024 0:00,38928,check brakes - squeak,low refrigerant,Throttle body cleaning,Head gasket replacement,Oil filter - FRAM PH2,5.81,nan,1141,Dodge,Ram 1500,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000643,Emily Johnson,-2970,2/25/2023 0:00,1731,strange grinding noise,no fault found,Transmission fluid flush,Warranty repair - no charge,Brake pads - Wagner,1.89,Unassigned,626.27,Ford,Escape,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000643,Emily Johnson,-2970,4/19/2025 0:00,14130,strange grinding noise,parasitic draw,Transmission fluid flush,Warranty repair - no charge,O2-SENSOR-BOSCH,0.87,Laura Smith,1027.34,Dodge,Ram 1500,2020,8/4/2025 1:34,dev_shop_001
