VIN,Customer name and contact info,Date,Odometer reading,Complaint,Diagnosis,Recommended,ServicePerformed,Parts used,Labor hours billed,Technician,Invoice total,Make,Model,Year,Efficiency_Deviation,Efficiency_Loss,Estimated_Loss,Repeat_45d,Prev_Date,Days_Since_Last,Complaint_Similarity,Suspected_Misdiagnosis,Cluster_ID
1C4RJFAG4FC123456,Robert Doe | +1-946-957-3855,2022-01-17,8947,Steering wheel vibration,Low refrigerant,Rotor machining or replacement,Transmission fluid flush,Spark plugs,1.1,Carlos Garcia,212.68,Jeep,Grand Cherokee,2015,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000597,Jane Brown | +1-871-515-2569,2023-10-02,47802,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2023-04-12,173.0,1.0,0,2
SYNTHVIN000597,Jane Brown | +1-871-515-2569,2024-06-20,56972,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2023-10-02,262.0,1.0,0,2
SYNTHVIN000598,Laura Johnson | +1-962-574-2297,2022-01-19,9805,AC not blowing cold,Worn alternator bearings,Gasket replacement,Head gasket replacement,Throttle cleaner,1.7,Carlos Garcia,286.78,Ford,Escape,2014,-0.18695629913159903,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000598,Laura Johnson | +1-962-574-2297,2022-12-03,20935,AC not blowing cold,Worn alternator bearings,Gasket replacement,Head gasket replacement,Throttle cleaner,1.7,Carlos Garcia,286.78,Ford,Escape,2014,-0.18695629913159903,0.0,0.0,0,2022-01-19,318.0,1.0,0,2
SYNTHVIN000598,Laura Johnson | +1-962-574-2297,2023-12-20,34305,AC not blowing cold,Worn alternator bearings,Gasket replacement,Head gasket replacement,Throttle cleaner,1.7,Carlos Garcia,286.78,Ford,Escape,2014,-0.18695629913159903,0.0,0.0,0,2022-12-03,382.0,1.0,0,2
SYNTHVIN000599,Mike Anderson | +1-343-747-6372,2022-01-24,10636,AC not cooling,O2 sensor fault,Throttle body cleaning,Rotor machining or replacement,Alternator,1.6,Carlos Garcia,370.72,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000599,Mike Anderson | +1-343-747-6372,2022-08-25,18091,AC not cooling,O2 sensor fault,Throttle body cleaning,Rotor machining or replacement,Alternator,1.6,Carlos Garcia,370.72,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2022-01-24,213.0,1.0,0,2
SYNTHVIN000599,Mike Anderson | +1-343-747-6372,2023-04-08,26001,AC not cooling,O2 sensor fault,Throttle body cleaning,Rotor machining or replacement,Alternator,1.6,Carlos Garcia,370.72,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2022-08-25,226.0,1.0,0,2
SYNTHVIN000599,Mike Anderson | +1-343-747-6372,2023-11-19,33876,AC not cooling,O2 sensor fault,Throttle body cleaning,Rotor machining or replacement,Alternator,1.6,Carlos Garcia,370.72,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2023-04-08,225.0,1.0,0,2
SYNTHVIN000599,Mike Anderson | +1-343-747-6372,2024-06-04,40806,AC not cooling,O2 sensor fault,Throttle body cleaning,Rotor machining or replacement,Alternator,1.6,Carlos Garcia,370.72,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2023-11-19,198.0,1.0,0,2
SYNTHVIN000600,John Martinez | +1-843-689-8379,2021-12-24,78699,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000600,John Martinez | +1-843-689-8379,2023-06-04,97144,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2021-12-24,527.0,1.0000000000000002,0,0
SYNTHVIN000601,James Brown | +1-508-906-6497,2022-01-07,77282,Transmission slipping,Parasitic draw,Battery replacement,Electrical diagnostic and repair,Spark plugs,1.9,Carlos Garcia,288.3,Dodge,Ram 1500,2011,0.022426781928883983,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000601,James Brown | +1-508-906-6497,2023-01-16,90372,Transmission slipping,Parasitic draw,Battery replacement,Electrical diagnostic and repair,Spark plugs,1.9,Carlos Garcia,288.3,Dodge,Ram 1500,2011,0.022426781928883983,0.0,0.0,0,2022-01-07,374.0,1.0000000000000002,0,0
SYNTHVIN000601,James Brown | +1-508-906-6497,2023-02-10,91247,Follow-up: Transmission slipping,Parasitic draw,Battery replacement,Electrical diagnostic and repair,Spark plugs,1.9,Carlos Garcia,288.3,Dodge,Ram 1500,2011,0.022426781928883983,0.0,0.0,1,2023-01-16,25.0,0.7688625318627549,1,0
SYNTHVIN000601,James Brown | +1-508-906-6497,2023-12-24,102342,Transmission slipping,Parasitic draw,Battery replacement,Electrical diagnostic and repair,Spark plugs,1.9,Carlos Garcia,288.3,Dodge,Ram 1500,2011,0.022426781928883983,0.0,0.0,0,2023-02-10,317.0,1.0000000000000002,0,0
SYNTHVIN000602,Jane Brown | +1-871-515-2569,2022-01-06,78659,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000602,Jane Brown | +1-871-515-2569,2022-09-06,87164,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2022-01-06,243.0,1.0,0,0
SYNTHVIN000602,Jane Brown | +1-871-515-2569,2023-07-22,98329,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2022-09-06,319.0,1.0,0,0
SYNTHVIN000602,Jane Brown | +1-871-515-2569,2024-03-26,107009,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2023-07-22,248.0,1.0,0,0
SYNTHVIN000603,John Smith | +1-702-855-8213,2022-01-19,43061,car stalls sometimes,Worn gasket,Oil pan replacement,Sensor replacement,Refrigerant,1.0,Carlos Garcia,154.79,Mercedes-Benz,E-Class,2000,-0.9197970828432898,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000603,John Smith | +1-702-855-8213,2022-09-19,51566,car stalls sometimes,Worn gasket,Oil pan replacement,Sensor replacement,Refrigerant,1.0,Carlos Garcia,154.79,Mercedes-Benz,E-Class,2000,-0.9197970828432898,0.0,0.0,0,2022-01-19,243.0,1.0000000000000002,0,4
SYNTHVIN000603,John Smith | +1-702-855-8213,2023-07-23,62311,car stalls sometimes,Worn gasket,Oil pan replacement,Sensor replacement,Refrigerant,1.0,Carlos Garcia,154.79,Mercedes-Benz,E-Class,2000,-0.9197970828432898,0.0,0.0,0,2022-09-19,307.0,1.0000000000000002,0,4
SYNTHVIN000603,John Smith | +1-702-855-8213,2024-03-07,70291,car stalls sometimes,Worn gasket,Oil pan replacement,Sensor replacement,Refrigerant,1.0,Carlos Garcia,154.79,Mercedes-Benz,E-Class,2000,-0.9197970828432898,0.0,0.0,0,2023-07-23,228.0,1.0000000000000002,0,4
SYNTHVIN000604,Jane Brown | +1-871-515-2569,2021-12-19,11674,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000604,Jane Brown | +1-871-515-2569,2023-07-13,31659,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2021-12-19,571.0,1.0,0,2
SYNTHVIN000605,Emily Johnson | +1-426-123-2422,2021-12-08,23308,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000605,Emily Johnson | +1-426-123-2422,2022-10-04,33808,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,2021-12-08,300.0,1.0,0,2
SYNTHVIN000605,Emily Johnson | +1-426-123-2422,2023-07-08,43503,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,2022-10-04,277.0,1.0,0,2
SYNTHVIN000605,Emily Johnson | +1-426-123-2422,2024-03-23,52568,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,2023-07-08,259.0,1.0,0,2
SYNTHVIN000605,Emily Johnson | +1-426-123-2422,2024-04-19,53513,Follow-up: battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,1,2024-03-23,27.0,0.7933321385792673,1,2
SYNTHVIN000606,Robert Doe | +1-946-957-3855,2022-01-19,78546,Steering wheel vibration,Low refrigerant,Rotor machining or replacement,Transmission fluid flush,Spark plugs,1.1,Carlos Garcia,212.68,Jeep,Grand Cherokee,2015,-0.8151055423130481,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000606,Robert Doe | +1-946-957-3855,2023-01-03,90761,Steering wheel vibration,Low refrigerant,Rotor machining or replacement,Transmission fluid flush,Spark plugs,1.1,Carlos Garcia,212.68,Jeep,Grand Cherokee,2015,-0.8151055423130481,0.0,0.0,0,2022-01-19,349.0,1.0,0,0
SYNTHVIN000606,Robert Doe | +1-946-957-3855,2024-01-19,104096,Steering wheel vibration,Low refrigerant,Rotor machining or replacement,Transmission fluid flush,Spark plugs,1.1,Carlos Garcia,212.68,Jeep,Grand Cherokee,2015,-0.8151055423130481,0.0,0.0,0,2023-01-03,381.0,1.0,0,0
SYNTHVIN000607,James Hodges | +1-611-101-7838,2022-01-30,6261,Check engine light on,Cracked oil pan,Oil pan replacement,Sensor replacement,Transmission fluid,2.5,Tina Brown,415.18,Jeep,Wrangler,2001,0.6505760251103333,62.277,62.277,0,,,0.0,0,1
SYNTHVIN000608,Emily Johnson | +1-426-123-2422,2022-01-07,10637,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000608,Emily Johnson | +1-426-123-2422,2023-01-28,24147,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,2022-01-07,386.0,1.0,0,2
SYNTHVIN000608,Emily Johnson | +1-426-123-2422,2023-12-06,35067,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,2023-01-28,312.0,1.0,0,2
SYNTHVIN000609,Laura Smith | +1-492-562-3404,2022-01-20,78526,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000609,Laura Smith | +1-492-562-3404,2022-09-07,86576,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,2022-01-20,230.0,1.0000000000000002,0,0
SYNTHVIN000609,Laura Smith | +1-492-562-3404,2023-06-03,95991,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,2022-09-07,269.0,1.0000000000000002,0,0
SYNTHVIN000609,Laura Smith | +1-492-562-3404,2024-03-02,105546,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,2023-06-03,273.0,1.0000000000000002,0,0
SYNTHVIN000610,John Martinez | +1-598-904-9333,2021-12-09,50751,Brakes squeaking,Starter motor worn,Brake pad replacement,Battery replacement,Alternator,2.3,Laura Smith,450.21,Honda,Civic,2012,0.44119294404985004,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000610,John Martinez | +1-598-904-9333,2023-07-20,71331,Brakes squeaking,Starter motor worn,Brake pad replacement,Battery replacement,Alternator,2.3,Laura Smith,450.21,Honda,Civic,2012,0.44119294404985004,0.0,0.0,0,2021-12-09,588.0,1.0000000000000002,0,2
SYNTHVIN000611,Jane Smith | +1-469-282-5116,2021-12-07,58787,battery keeps dying,Blown head gasket,Brake pad replacement,Alternator replacement,Starter motor,2.3,Mike Johnson,441.48,Chevrolet,Suburban,2013,0.44119294404985004,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000611,Jane Smith | +1-469-282-5116,2022-10-01,69217,battery keeps dying,Blown head gasket,Brake pad replacement,Alternator replacement,Starter motor,2.3,Mike Johnson,441.48,Chevrolet,Suburban,2013,0.44119294404985004,0.0,0.0,0,2021-12-07,298.0,1.0,0,2
SYNTHVIN000611,Jane Smith | +1-469-282-5116,2022-10-09,69497,Follow-up: battery keeps dying,Blown head gasket,Brake pad replacement,Alternator replacement,Starter motor,2.3,Mike Johnson,441.48,Chevrolet,Suburban,2013,0.44119294404985004,0.0,0.0,1,2022-10-01,8.0,0.7570545732897584,1,2
SYNTHVIN000611,Jane Smith | +1-469-282-5116,2023-07-07,78982,battery keeps dying,Blown head gasket,Brake pad replacement,Alternator replacement,Starter motor,2.3,Mike Johnson,441.48,Chevrolet,Suburban,2013,0.44119294404985004,0.0,0.0,0,2022-10-09,271.0,1.0,0,0
SYNTHVIN000611,Jane Smith | +1-469-282-5116,2024-04-08,88642,battery keeps dying,Blown head gasket,Brake pad replacement,Alternator replacement,Starter motor,2.3,Mike Johnson,441.48,Chevrolet,Suburban,2013,0.44119294404985004,0.0,0.0,0,2023-07-07,276.0,1.0,0,0
SYNTHVIN000612,James Hodges | +1-611-101-7838,2021-12-04,17152,car stalls sometimes,Loose battery terminal,Head gasket replacement,Spark plug replacement,Head gasket,4.8,Mike Johnson,848.43,Jeep,Wrangler,2001,3.0584814573058883,127.26449999999998,127.26449999999998,0,,,0.0,2,3
SYNTHVIN000612,James Hodges | +1-611-101-7838,2022-09-09,26917,car stalls sometimes,Loose battery terminal,Head gasket replacement,Spark plug replacement,Head gasket,4.8,Mike Johnson,848.43,Jeep,Wrangler,2001,3.0584814573058883,127.26449999999998,127.26449999999998,0,2021-12-04,279.0,1.0000000000000002,2,3
SYNTHVIN000612,James Hodges | +1-611-101-7838,2023-07-06,37417,car stalls sometimes,Loose battery terminal,Head gasket replacement,Spark plug replacement,Head gasket,4.8,Mike Johnson,848.43,Jeep,Wrangler,2001,3.0584814573058883,127.26449999999998,127.26449999999998,0,2022-09-09,300.0,1.0000000000000002,2,3
SYNTHVIN000612,James Hodges | +1-611-101-7838,2024-04-06,47042,car stalls sometimes,Loose battery terminal,Head gasket replacement,Spark plug replacement,Head gasket,4.8,Mike Johnson,848.43,Jeep,Wrangler,2001,3.0584814573058883,127.26449999999998,127.26449999999998,0,2023-07-06,275.0,1.0000000000000002,2,3
SYNTHVIN000613,John Martinez | +1-843-689-8379,2021-12-30,57767,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000613,John Martinez | +1-843-689-8379,2023-06-25,76737,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2021-12-30,542.0,1.0000000000000002,0,0
SYNTHVIN000614,Mike Anderson | +1-343-747-6372,2021-12-11,54292,grinding noise on start,Worn brake pads,Rotor machining or replacement,Cap inspection or replacement,Alternator,1.6,Laura Smith,368.83,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000614,Mike Anderson | +1-343-747-6372,2023-01-06,67977,grinding noise on start,Worn brake pads,Rotor machining or replacement,Cap inspection or replacement,Alternator,1.6,Laura Smith,368.83,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2021-12-11,391.0,1.0000000000000002,0,0
SYNTHVIN000614,Mike Anderson | +1-343-747-6372,2024-01-13,80997,grinding noise on start,Worn brake pads,Rotor machining or replacement,Cap inspection or replacement,Alternator,1.6,Laura Smith,368.83,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2023-01-06,372.0,1.0000000000000002,0,0
SYNTHVIN000615,Carlos Smith | +1-498-228-8475,2022-01-02,58220,car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000615,Carlos Smith | +1-498-228-8475,2022-09-18,67285,car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,0,2022-01-02,259.0,1.0000000000000002,0,0
SYNTHVIN000615,Carlos Smith | +1-498-228-8475,2023-07-13,77715,car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,0,2022-09-18,298.0,1.0000000000000002,0,0
SYNTHVIN000615,Carlos Smith | +1-498-228-8475,2024-03-04,85940,car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,0,2023-07-13,235.0,1.0000000000000002,0,0
SYNTHVIN000616,Laura Johnson | +1-962-574-2297,2022-01-07,76861,Excessive exhaust smoke,Worn gasket,Tire balancing,Tire balancing,Wheel weights,0.9,Tina Brown,222.41,Ford,Escape,2014,-1.0244886233735313,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000616,Laura Johnson | +1-962-574-2297,2023-01-11,89776,Excessive exhaust smoke,Worn gasket,Tire balancing,Tire balancing,Wheel weights,0.9,Tina Brown,222.41,Ford,Escape,2014,-1.0244886233735313,0.0,0.0,0,2022-01-07,369.0,1.0,0,0
SYNTHVIN000616,Laura Johnson | +1-962-574-2297,2024-01-11,102551,Excessive exhaust smoke,Worn gasket,Tire balancing,Tire balancing,Wheel weights,0.9,Tina Brown,222.41,Ford,Escape,2014,-1.0244886233735313,0.0,0.0,0,2023-01-11,365.0,1.0,0,0
SYNTHVIN000617,John Martinez | +1-843-689-8379,2021-12-27,76024,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000617,John Martinez | +1-843-689-8379,2023-01-19,89604,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2021-12-27,388.0,1.0000000000000002,0,0
SYNTHVIN000617,John Martinez | +1-843-689-8379,2024-01-12,102134,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2023-01-19,358.0,1.0000000000000002,0,0
SYNTHVIN000618,John Smith | +1-702-855-8213,2022-01-17,54676,car stalls sometimes,Worn gasket,Oil pan replacement,Sensor replacement,Refrigerant,1.0,Carlos Garcia,154.79,Mercedes-Benz,E-Class,2000,-0.9197970828432898,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000618,John Smith | +1-702-855-8213,2023-07-06,73401,car stalls sometimes,Worn gasket,Oil pan replacement,Sensor replacement,Refrigerant,1.0,Carlos Garcia,154.79,Mercedes-Benz,E-Class,2000,-0.9197970828432898,0.0,0.0,0,2022-01-17,535.0,1.0000000000000002,0,0
SYNTHVIN000619,Carlos Smith | +1-498-228-8475,2022-01-24,9638,oil leak,Loose battery terminal,Sensor replacement,Alternator replacement,Refrigerant,1.3,Carlos Garcia,290.05,Chevrolet,Tahoe,1999,-0.6057224612525651,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000620,John Smith | +1-702-855-8213,2022-01-28,6977,car stalls sometimes,Worn gasket,Oil pan replacement,Sensor replacement,Refrigerant,1.0,Carlos Garcia,154.79,Mercedes-Benz,E-Class,2000,-0.9197970828432898,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000620,John Smith | +1-702-855-8213,2023-06-03,24162,car stalls sometimes,Worn gasket,Oil pan replacement,Sensor replacement,Refrigerant,1.0,Carlos Garcia,154.79,Mercedes-Benz,E-Class,2000,-0.9197970828432898,0.0,0.0,0,2022-01-28,491.0,1.0000000000000002,0,4
SYNTHVIN000621,John Smith | +1-702-855-8213,2022-01-17,22015,Steering wheel vibration,O2 sensor fault,Oil pan gasket replacement,Transmission fluid flush,Head gasket,4.1,Mike Johnson,607.55,Mercedes-Benz,E-Class,2000,2.3256406735941977,91.1325,91.1325,0,,,0.0,2,3
SYNTHVIN000621,John Smith | +1-702-855-8213,2022-02-01,22540,Follow-up: Steering wheel vibration,O2 sensor fault,Oil pan gasket replacement,Transmission fluid flush,Head gasket,4.1,Mike Johnson,607.55,Mercedes-Benz,E-Class,2000,2.3256406735941977,91.1325,91.1325,1,2022-01-17,15.0,0.8123618336997276,2,3
SYNTHVIN000622,Emily Johnson | +1-426-123-2422,2022-01-09,64174,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000622,Emily Johnson | +1-426-123-2422,2022-10-22,74184,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,2022-01-09,286.0,1.0,0,0
SYNTHVIN000622,Emily Johnson | +1-426-123-2422,2023-07-20,83669,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,2022-10-22,271.0,1.0,0,0
SYNTHVIN000622,Emily Johnson | +1-426-123-2422,2024-03-05,91684,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,2023-07-20,229.0,1.0,0,0
SYNTHVIN000623,Carlos Smith | +1-498-228-8475,2021-12-12,20551,car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000623,Carlos Smith | +1-498-228-8475,2023-06-06,39486,car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,0,2021-12-12,541.0,1.0000000000000002,0,4
SYNTHVIN000623,Carlos Smith | +1-498-228-8475,2023-06-18,39906,Follow-up: car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,1,2023-06-06,12.0,0.7748956817756418,1,4
SYNTHVIN000624,Emily Johnson | +1-426-123-2422,2021-12-30,11560,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000624,Emily Johnson | +1-426-123-2422,2022-09-23,20905,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,2021-12-30,267.0,1.0,0,2
SYNTHVIN000624,Emily Johnson | +1-426-123-2422,2023-06-04,29795,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,2022-09-23,254.0,1.0,0,2
SYNTHVIN000624,Emily Johnson | +1-426-123-2422,2024-04-29,41345,battery drain,Oil pan gasket leak,AC system recharge,Brake pad replacement,Transmission fluid,2.2,Tina Brown,325.21,Honda,Accord,2003,0.3365014035196089,0.0,0.0,0,2023-06-04,330.0,1.0,0,2
SYNTHVIN000625,James Brown | +1-508-906-6497,2021-12-07,25798,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,,,0.0,0,1
SYNTHVIN000625,James Brown | +1-508-906-6497,2022-10-08,36473,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,2021-12-07,305.0,1.0,0,1
SYNTHVIN000625,James Brown | +1-508-906-6497,2023-07-12,46168,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,2022-10-08,277.0,1.0,0,1
SYNTHVIN000625,James Brown | +1-508-906-6497,2024-04-22,56143,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,2023-07-12,285.0,1.0,0,1
SYNTHVIN000626,Jane Davis | +1-706-187-4360,2021-12-05,8076,Brakes squeaking,Worn brake pads,Cap inspection or replacement,Rotor machining or replacement,Starter motor,2.2,Laura Smith,361.17,Hyundai,Sonata,2015,0.3365014035196089,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000626,Jane Davis | +1-706-187-4360,2022-12-16,21236,Brakes squeaking,Worn brake pads,Cap inspection or replacement,Rotor machining or replacement,Starter motor,2.2,Laura Smith,361.17,Hyundai,Sonata,2015,0.3365014035196089,0.0,0.0,0,2021-12-05,376.0,1.0000000000000002,0,2
